date,pm25,no2
2017-08-12,33,6
2017-08-13,28,16
2017-08-14,43,14
2017-08-15,46,12
2017-08-16,47,15
2017-08-17,40,11
2017-08-18,38,13
2017-08-19,43,6
2017-08-20,39,11
2017-08-21,61,10
2017-08-22,63,10
2017-08-23,40,14
2017-08-24,45,13
2017-08-25,45,10
2017-08-26,43,9
2017-08-27,49,11
2017-08-28,50,9
2017-08-29,39,9
2017-08-30,37,14
2017-08-31,53,8
2017-09-01,38,7
2017-09-02,39,5
2017-09-03,37,4
2017-09-04,41,10
2017-09-05,54,
2017-09-08,,13
2017-09-09,60,7
2017-09-10,39,12
2017-09-11,36,15
2017-09-12,40,14
2017-09-13,46,13
2017-09-14,37,16
2017-09-15,55,22
2017-09-16,60,14
2017-09-17,56,11
2017-09-18,30,7
2017-09-19,19,3
2017-09-20,9,3
2017-09-21,38,4
2017-09-22,34,5
2017-09-23,28,19
2017-09-24,49,18
2017-09-25,50,13
2017-09-26,30,8
2017-09-27,19,9
2017-09-28,27,12
2017-09-29,35,11
2017-09-30,42,9
2017-10-01,47,13
2017-10-02,41,12
2017-10-03,46,12
2017-10-04,42,17
2017-10-05,43,20
2017-10-06,40,10
2017-10-07,43,3
2017-10-08,16,5
2017-10-09,20,12
2017-10-10,31,12
2017-10-11,41,7
2017-10-12,36,12
2017-10-13,40,17
2017-10-14,53,5
2017-10-15,24,9
2017-10-16,32,12
2017-10-17,41,20
2017-10-18,49,16
2017-10-19,57,16
2017-10-20,50,19
2017-10-21,48,15
2017-10-22,56,15
2017-10-23,59,10
2017-10-24,31,11
2017-10-25,15,8
2017-10-26,24,16
2017-10-27,40,13
2017-10-28,49,4
2017-10-30,24,8
2017-10-31,25,13
2017-11-01,42,16
2017-11-02,48,12
2017-11-03,43,12
2017-11-04,35,8
2017-11-05,19,5
2017-11-06,29,12
2017-11-07,27,11
2017-11-08,35,12
2017-11-09,42,21
2017-11-10,59,13
2017-11-11,44,14
2017-11-12,53,29
2017-11-13,68,26
2017-11-14,75,17
2017-11-15,55,17
2017-11-16,44,20
2017-11-17,45,10
2017-11-18,33,22
2017-11-19,51,6
2017-11-20,38,15
2017-11-21,43,17
2017-11-22,53,20
2017-11-23,48,13
2017-11-24,42,19
2017-11-25,56,17
2017-11-26,52,7
2017-11-27,36,15
2017-11-28,51,19
2017-11-29,53,14
2017-11-30,54,19
2017-12-01,51,17
2017-12-02,51,19
2017-12-03,51,19
2017-12-04,64,21
2017-12-05,59,17
2017-12-06,46,17
2017-12-07,42,21
2017-12-08,55,21
2017-12-09,59,22
2017-12-10,64,15
2017-12-11,53,22
2017-12-12,68,22
2017-12-13,58,11
2017-12-14,47,16
2017-12-15,50,28
2017-12-16,61,16
2017-12-17,65,16
2017-12-18,55,31
2017-12-19,64,21
2017-12-20,70,15
2017-12-21,48,18
2017-12-22,54,24
2017-12-23,52,26
2017-12-24,66,12
2017-12-25,46,7
2017-12-26,44,18
2017-12-27,64,20
2017-12-28,67,14
2017-12-29,60,21
2017-12-30,62,24
2017-12-31,72,17
2018-01-01,77,13
2018-01-02,56,25
2018-01-03,66,28
2018-01-04,75,21
2018-01-05,52,9
2018-01-06,51,11
2018-01-07,51,18
2018-01-08,66,21
2018-01-09,67,21
2018-01-10,62,24
2018-01-11,57,23
2018-01-12,55,12
2018-01-13,32,5
2018-01-14,29,14
2018-01-15,47,23
2018-01-16,55,26
2018-01-17,59,24
2018-01-18,53,18
2018-01-19,72,22
2018-01-20,83,21
2018-01-21,65,28
2018-01-22,72,32
2018-01-23,84,29
2018-01-24,58,15
2018-01-25,48,15
2018-01-26,46,22
2018-01-27,47,15
2018-01-28,53,14
2018-01-29,46,13
2018-01-30,40,17
2018-01-31,45,17
2018-02-01,56,19
2018-02-02,56,14
2018-02-03,53,14
2018-02-04,54,14
2018-02-05,47,18
2018-02-06,39,22
2018-02-07,51,30
2018-02-08,59,16
2018-02-09,58,21
2018-02-10,67,15
2018-02-11,56,17
2018-02-12,47,18
2018-02-13,48,15
2018-02-14,49,23
2018-02-15,56,21
2018-02-16,69,16
2018-02-17,62,10
2018-02-18,40,18
2018-02-19,51,16
2018-02-20,53,15
2018-02-21,43,13
2018-02-22,53,14
2018-02-23,42,18
2018-02-24,51,11
2018-02-25,39,7
2018-02-26,40,18
2018-02-27,45,23
2018-02-28,45,18
2018-03-01,48,20
2018-03-02,59,5
2018-03-03,33,5
2018-03-04,34,5
2018-03-05,34,9
2018-03-06,36,12
2018-03-07,43,11
2018-03-08,39,16
2018-03-09,38,15
2018-03-10,49,11
2018-03-11,41,9
2018-03-12,38,14
2018-03-13,38,9
2018-03-14,33,12
2018-03-15,34,12
2018-03-16,36,15
2018-03-17,44,10
2018-03-18,44,10
2018-03-19,43,16
2018-03-20,45,20
2018-03-21,43,12
2018-03-22,39,15
2018-03-23,38,17
2018-03-24,43,13
2018-03-25,38,13
2018-03-26,43,19
2018-03-27,47,30
2018-03-28,54,28
2018-03-29,69,17
2018-03-30,56,8
2018-03-31,45,6
2018-04-01,43,23
2018-04-02,50,21
2018-04-03,54,14
2018-04-04,35,9
2018-04-05,40,24
2018-04-06,53,12
2018-04-07,38,8
2018-04-08,36,17
2018-04-09,43,21
2018-04-10,54,18
2018-04-11,70,18
2018-04-12,65,26
2018-04-13,74,11
2018-04-14,54,4
2018-04-15,38,7
2018-04-16,36,10
2018-04-17,32,11
2018-04-18,36,20
2018-04-19,41,11
2018-04-20,35,11
2018-04-21,38,15
2018-04-22,43,16
2018-04-23,46,17
2018-04-24,49,19
2018-04-25,38,14
2018-04-26,30,19
2018-04-27,44,12
2018-04-28,53,9
2018-04-29,39,14
2018-04-30,32,17
2018-05-01,51,18
2018-05-02,58,20
2018-05-03,66,15
2018-05-04,59,8
2018-05-05,38,14
2018-05-06,49,13
2018-05-07,54,12
2018-05-08,46,14
2018-05-09,43,12
2018-05-10,42,12
2018-05-11,37,15
2018-05-12,45,6
2018-05-13,46,11
2018-05-14,43,13
2018-05-15,52,9
2018-05-16,45,14
2018-05-17,52,6
2018-05-18,43,8
2018-05-19,42,6
2018-05-20,27,14
2018-05-21,47,20
2018-05-22,53,11
2018-05-23,47,9
2018-05-24,47,13
2018-05-25,63,10
2018-05-26,67,6
2018-05-27,55,5
2018-05-28,46,11
2018-05-29,58,15
2018-05-30,62,12
2018-05-31,54,10
2018-06-01,35,5
2018-06-02,41,1
2018-06-03,34,6
2018-06-04,32,13
2018-06-05,40,8
2018-06-06,34,10
2018-06-07,46,17
2018-06-08,57,16
2018-06-09,55,6
2018-06-10,50,7
2018-06-11,46,8
2018-06-12,50,9
2018-06-13,46,10
2018-06-14,48,8
2018-06-15,41,11
2018-06-16,55,12
2018-06-17,63,12
2018-06-18,70,10
2018-06-19,46,14
2018-06-20,51,13
2018-06-21,58,10
2018-06-22,54,7
2018-06-23,50,6
2018-06-24,53,7
2018-06-25,31,11
2018-06-26,45,8
2018-06-27,42,10
2018-06-28,27,12
2018-06-29,41,13
2018-06-30,63,9
2018-07-01,67,10
2018-07-02,71,11
2018-07-03,79,10
2018-07-04,78,10
2018-07-05,69,6
2018-07-06,32,6
2018-07-07,37,7
2018-07-08,51,11
2018-07-09,52,13
2018-07-10,56,9
2018-07-11,51,11
2018-07-12,49,10
2018-07-13,51,6
2018-07-14,45,6
2018-07-15,46,14
2018-07-16,43,6
2018-07-17,38,5
2018-07-18,30,9
2018-07-19,33,8
2018-07-20,39,5
2018-07-21,31,3
2018-07-22,23,6
2018-07-23,35,7
2018-07-24,40,6
2018-07-25,25,10
2018-07-26,16,15
2018-07-27,51,7
2018-07-28,41,5
2018-07-29,37,12
2018-07-30,50,14
2018-07-31,59,13
2018-08-01,50,9
2018-08-02,24,8
2018-08-03,20,5
2018-08-04,8,12
2018-08-05,31,15
2018-08-06,52,14
2018-08-07,67,12
2018-08-08,34,12
2018-08-09,26,16
2018-08-10,53,10
2018-08-11,43,8
2018-08-12,34,12
2018-08-13,34,20
2018-08-14,25,14
2018-08-15,28,16
2018-08-16,72,14
2018-08-17,47,7
2018-08-18,39,2
2018-08-19,27,6
2018-08-20,30,7
2018-08-21,34,10
2018-08-22,23,13
2018-08-23,36,14
2018-08-24,54,11
2018-08-25,56,7
2018-08-26,41,13
2018-08-27,53,16
2018-08-28,74,18
2018-08-29,69,14
2018-08-30,61,5
2018-08-31,44,4
2018-09-01,38,6
2018-09-02,52,5
2018-09-03,47,11
2018-09-04,59,11
2018-09-05,56,12
2018-09-06,49,8
2018-09-07,40,10
2018-09-08,37,3
2018-09-09,27,6
2018-09-10,37,15
2018-09-11,32,15
2018-09-12,41,12
2018-09-13,30,15
2018-09-14,43,11
2018-09-15,51,11
2018-09-16,52,11
2018-09-17,44,13
2018-09-18,32,7
2018-09-19,29,5
2018-09-20,31,13
2018-09-21,34,6
2018-09-22,33,13
2018-09-23,40,8
2018-09-24,44,6
2018-09-25,35,9
2018-09-26,15,12
2018-09-27,31,11
2018-09-28,37,11
2018-09-29,37,13
2018-09-30,39,18
2018-10-01,44,16
2018-10-02,36,12
2018-10-03,35,12
2018-10-04,43,9
2018-10-05,30,14
2018-10-06,48,6
2018-10-07,33,8
2018-10-08,33,11
2018-10-09,38,11
2018-10-10,34,13
2018-10-11,41,11
2018-10-12,24,12
2018-10-13,38,12
2018-10-14,46,22
2018-10-15,58,12
2018-10-16,31,13
2018-10-17,49,13
2018-10-18,41,19
2018-10-19,48,11
2018-10-20,37,11
2018-10-21,35,21
2018-10-22,49,21
2018-10-23,54,15
2018-10-24,41,15
2018-10-25,49,18
2018-10-26,46,7
2018-10-27,39,9
2018-10-29,27,13
2018-10-30,42,14
2018-10-31,41,21
2018-11-01,55,20
2018-11-02,64,13
2018-11-03,47,8
2018-11-04,24,9
2018-11-05,42,12
2018-11-06,39,16
2018-11-07,35,15
2018-11-08,38,13
2018-11-09,44,16
2018-11-10,49,9
2018-11-11,31,8
2018-11-12,40,26
2018-11-13,54,17
2018-11-14,36,13
2018-11-15,40,24
2018-11-16,53,13
2018-11-17,35,12
2018-11-18,52,11
2018-11-19,47,24
2018-11-20,64,19
2018-11-21,45,18
2018-11-22,47,7
2018-11-23,43,16
2018-11-24,49,19
2018-11-25,56,21
2018-11-26,53,19
2018-11-27,51,16
2018-11-28,25,13
2018-11-29,25,12
2018-11-30,23,21
2018-12-01,39,17
2018-12-02,46,15
2018-12-03,41,18
2018-12-04,47,13
2018-12-05,27,22
2018-12-06,44,21
2018-12-07,48,14
2018-12-08,53,12
2018-12-09,36,22
2018-12-10,60,23
2018-12-11,57,30
2018-12-12,59,21
2018-12-13,59,25
2018-12-14,57,35
2018-12-15,58,15
2018-12-16,42,7
2018-12-17,39,16
2018-12-18,36,11
2018-12-19,34,24
2018-12-20,48,29
2018-12-21,76,20
2018-12-22,37,6
2018-12-23,36,10
2018-12-24,34,22
2018-12-25,55,11
2018-12-26,42,18
2018-12-27,43,17
2018-12-28,50,16
2018-12-29,37,13
2018-12-30,36,15
2018-12-31,43,
2019-01-01,,6
2019-01-02,28,17
2019-01-03,38,17
2019-01-04,39,18
2019-01-05,51,19
2019-01-06,63,10
2019-01-07,41,19
2019-01-08,38,26
2019-01-09,45,14
2019-01-10,36,11
2019-01-11,32,12
2019-01-12,35,11
2019-01-13,36,13
2019-01-14,39,25
2019-01-15,53,24
2019-01-16,42,21
2019-01-17,56,19
2019-01-18,42,22
2019-01-19,50,13
2019-01-20,43,13
2019-01-21,32,10
2019-01-22,45,13
2019-01-23,48,
2019-01-28,,15
2019-01-29,49,16
2019-01-30,44,16
2019-01-31,47,14
2019-02-01,53,17
2019-02-02,59,19
2019-02-03,68,20
2019-02-04,74,22
2019-02-05,75,18
2019-02-06,54,10
2019-02-07,42,15
2019-02-08,38,15
2019-02-09,30,8
2019-02-10,35,10
2019-02-11,33,15
2019-02-12,31,17
2019-02-13,35,18
2019-02-14,29,19
2019-02-15,41,20
2019-02-16,52,12
2019-02-17,43,10
2019-02-18,39,17
2019-02-19,41,17
2019-02-20,43,23
2019-02-21,49,20
2019-02-22,43,16
2019-02-23,43,20
2019-02-24,48,10
2019-02-25,32,8
2019-02-26,27,11
2019-02-27,37,17
2019-02-28,38,26
2019-03-01,52,28
2019-03-02,52,19
2019-03-03,42,18
2019-03-04,53,20
2019-03-05,39,24
2019-03-06,56,18
2019-03-07,49,19
2019-03-08,46,27
2019-03-09,52,23
2019-03-10,61,21
2019-03-11,46,17
2019-03-12,41,14
2019-03-13,37,20
2019-03-14,43,23
2019-03-15,44,14
2019-03-16,46,7
2019-03-17,28,7
2019-03-18,27,19
2019-03-19,33,25
2019-03-20,43,23
2019-03-21,48,17
2019-03-22,37,11
2019-03-23,24,7
2019-03-24,23,11
2019-03-25,35,17
2019-03-26,34,13
2019-03-27,36,13
2019-03-28,34,16
2019-03-29,42,21
2019-03-30,42,12
2019-03-31,31,5
2019-04-01,30,20
2019-04-02,41,11
2019-04-03,30,11
2019-04-04,33,14
2019-04-05,34,15
2019-04-06,36,14
2019-04-07,45,15
2019-04-08,36,10
2019-04-09,28,13
2019-04-10,31,17
2019-04-11,39,19
2019-04-12,44,9
2019-04-13,35,14
2019-04-14,44,14
2019-04-15,22,9
2019-04-16,23,15
2019-04-17,30,18
2019-04-18,33,7
2019-04-19,37,4
2019-04-20,32,6
2019-04-21,19,13
2019-04-22,25,8
2019-04-23,19,13
2019-04-24,28,10
2019-04-25,23,10
2019-04-26,26,8
2019-04-27,20,8
2019-04-28,32,15
2019-04-29,30,17
2019-04-30,29,21
2019-05-01,39,15
2019-05-02,34,12
2019-05-03,39,14
2019-05-04,32,13
2019-05-05,23,9
2019-05-06,24,29
2019-05-07,38,30
2019-05-08,35,8
2019-05-09,34,13
2019-05-10,37,7
2019-05-11,21,7
2019-05-12,22,8
2019-05-13,29,9
2019-05-14,22,17
2019-05-15,32,19
2019-05-16,34,26
2019-05-17,61,8
2019-05-18,27,6
2019-05-19,33,10
2019-05-20,42,8
2019-05-21,18,10
2019-05-22,21,10
2019-05-23,30,8
2019-05-24,23,7
2019-05-25,26,5
2019-05-26,28,10
2019-05-27,29,8
2019-05-28,28,8
2019-05-29,19,11
2019-05-30,23,11
2019-05-31,28,10
2019-06-01,42,9
2019-06-02,19,10
2019-06-03,24,11
2019-06-04,29,12
2019-06-05,48,8
2019-06-06,39,11
2019-06-07,30,8
2019-06-08,28,8
2019-06-09,26,10
2019-06-10,29,9
2019-06-11,12,9
2019-06-12,24,9
2019-06-13,19,9
2019-06-14,21,7
2019-06-15,31,9
2019-06-16,42,9
2019-06-17,32,20
2019-06-18,51,14
2019-06-19,36,10
2019-06-20,17,11
2019-06-21,23,9
2019-06-22,27,6
2019-06-23,30,13
2019-06-24,44,12
2019-06-25,44,10
2019-06-26,24,16
2019-06-27,33,16
2019-06-28,49,13
2019-06-29,50,6
2019-06-30,25,10
2019-07-01,34,12
2019-07-02,35,13
2019-07-03,56,9
2019-07-04,69,9
2019-07-05,62,5
2019-07-06,38,8
2019-07-07,28,10
2019-07-08,34,15
2019-07-09,41,17
2019-07-10,59,13
2019-07-11,58,14
2019-07-12,31,8
2019-07-13,41,6
2019-07-14,41,8
2019-07-15,24,13
2019-07-16,40,9
2019-07-17,46,10
2019-07-18,21,13
2019-07-19,38,5
2019-07-20,50,6
2019-07-21,28,11
2019-07-22,43,6
2019-07-23,22,12
2019-07-24,36,9
2019-07-25,37,12
2019-07-26,48,7
2019-07-27,37,6
2019-07-28,44,12
2019-07-29,58,13
2019-07-30,67,14
2019-07-31,52,12
2019-08-01,35,14
2019-08-02,36,8
2019-08-03,40,8
2019-08-04,39,9
2019-08-05,27,11
2019-08-06,42,10
2019-08-07,35,11
2019-08-08,28,11
2019-08-09,29,6
2019-08-10,23,4
2019-08-11,17,11
2019-08-12,38,10
2019-08-13,44,7
2019-08-14,42,9
2019-08-15,33,10
2019-08-16,29,7
2019-08-17,24,11
2019-08-18,38,10
2019-08-19,40,15
2019-08-20,42,15
2019-08-21,43,11
2019-08-22,38,12
2019-08-23,29,5
2019-08-24,24,4
2019-08-25,22,7
2019-08-26,29,13
2019-08-27,36,12
2019-08-28,22,12
2019-08-29,22,13
2019-08-30,40,9
2019-08-31,25,5
2019-09-01,25,6
2019-09-02,28,10
2019-09-03,29,12
2019-09-04,33,8
2019-09-05,21,15
2019-09-06,33,4
2019-09-07,21,5
2019-09-08,26,9
2019-09-09,31,9
2019-09-10,31,10
2019-09-11,43,10
2019-09-12,28,6
2019-09-13,26,9
2019-09-14,33,6
2019-09-15,21,12
2019-09-16,22,9
2019-09-17,29,6
2019-09-18,23,14
2019-09-19,32,17
2019-09-20,39,15
2019-09-21,46,10
2019-09-22,46,10
2019-09-23,54,10
2019-09-24,25,10
2019-09-25,25,16
2019-09-26,41,14
2019-09-27,35,9
2019-09-28,38,7
2019-09-29,26,6
2019-09-30,30,11
2019-10-01,35,12
2019-10-02,30,5
2019-10-03,25,11
2019-10-04,26,11
2019-10-05,33,8
2019-10-06,37,8
2019-10-07,23,16
2019-10-08,26,7
2019-10-09,35,5
2019-10-10,33,4
2019-10-11,35,7
2019-10-12,28,12
2019-10-13,42,13
2019-10-14,45,15
2019-10-15,40,11
2019-10-16,43,6
2019-10-17,26,9
2019-10-18,24,14
2019-10-19,37,17
2019-10-20,55,15
2019-10-21,38,13
2019-10-22,39,14
2019-10-23,32,17
2019-10-24,41,23
2019-10-25,47,11
2019-10-26,40,7
2019-10-28,34,10
2019-10-29,28,11
2019-10-30,27,18
2019-10-31,39,7
2019-11-01,30,7
2019-11-02,27,14
2019-11-03,38,13
2019-11-04,48,18
2019-11-05,43,23
2019-11-06,45,19
2019-11-07,42,22
2019-11-08,48,11
2019-11-09,21,15
2019-11-10,38,19
2019-11-11,50,21
2019-11-12,61,15
2019-11-13,38,12
2019-11-14,28,25
2019-11-15,46,22
2019-11-16,51,12
2019-11-17,29,12
2019-11-18,39,13
2019-11-19,35,20
2019-11-20,41,16
2019-11-21,33,21
2019-11-22,47,14
2019-11-23,47,15
2019-11-24,33,14
2019-11-25,41,17
2019-11-26,56,23
2019-11-27,66,27
2019-11-28,64,6
2019-11-29,28,9
2019-11-30,25,9
2019-12-01,28,19
2019-12-02,45,8
2019-12-03,28,17
2019-12-04,32,26
2019-12-05,45,18
2019-12-06,46,21
2019-12-07,41,13
2019-12-08,39,21
2019-12-09,46,17
2019-12-10,36,11
2019-12-11,42,19
2019-12-12,32,23
2019-12-13,47,28
2019-12-14,40,15
2019-12-15,14,4
2019-12-16,19,17
2019-12-17,29,25
2019-12-18,30,19
2019-12-19,27,13
2019-12-20,31,18
2019-12-21,37,27
2019-12-22,46,21
2019-12-23,69,25
2019-12-24,55,17
2019-12-25,29,23
2019-12-26,46,21
2019-12-27,49,19
2019-12-28,37,12
2019-12-29,28,14
2019-12-30,32,
2020-01-01,,6
2020-01-02,21,18
2020-01-03,32,23
2020-01-04,41,20
2020-01-05,45,7
2020-01-06,18,20
2020-01-07,34,21
2020-01-08,31,16
2020-01-09,39,16
2020-01-10,30,20
2020-01-11,40,7
2020-01-12,25,4
2020-01-13,18,11
2020-01-14,33,14
2020-01-15,42,19
2020-01-16,40,16
2020-01-17,30,14
2020-01-18,29,17
2020-01-19,31,19
2020-01-20,40,17
2020-01-21,30,25
2020-01-22,40,35
2020-01-23,56,34
2020-01-24,59,29
2020-01-25,62,8
2020-01-26,25,8
2020-01-27,15,12
2020-01-28,25,14
2020-01-29,17,16
2020-01-30,23,23
2020-01-31,35,26
2020-02-01,45,24
2020-02-02,46,17
2020-02-03,53,23
2020-02-04,45,30
2020-02-05,49,22
2020-02-06,35,16
2020-02-07,24,16
2020-02-08,17,7
2020-02-09,29,15
2020-02-10,36,16
2020-02-11,38,22
2020-02-12,47,16
2020-02-13,37,29
2020-02-14,40,14
2020-02-15,27,14
2020-02-16,34,15
2020-02-17,39,18
2020-02-18,43,15
2020-02-19,34,12
2020-02-20,25,15
2020-02-21,24,19
2020-02-22,34,15
2020-02-23,45,18
2020-02-24,50,20
2020-02-25,52,22
2020-02-26,50,17
2020-02-27,45,7
2020-02-28,18,12
2020-02-29,32,16
2020-03-01,33,11
2020-03-02,34,25
2020-03-03,45,11
2020-03-04,43,9
2020-03-05,30,18
2020-03-06,31,20
2020-03-07,42,7
2020-03-08,22,15
2020-03-09,32,17
2020-03-10,40,13
2020-03-11,44,12
2020-03-12,26,11
2020-03-13,33,10
2020-03-14,30,7
2020-03-15,27,7
2020-03-16,23,7
2020-03-17,27,17
2020-03-18,31,12
2020-03-19,28,9
2020-03-20,30,13
2020-03-21,33,5
2020-03-22,24,5
2020-03-23,31,8
2020-03-24,30,11
2020-03-25,22,7
2020-03-26,30,9
2020-03-27,33,12
2020-03-28,27,13
2020-03-29,36,
2020-03-31,,10
2020-04-01,30,9
2020-04-02,14,7
2020-04-03,13,2
2020-04-04,14,5
2020-04-05,21,7
2020-04-06,19,13
2020-04-07,24,13
2020-04-08,30,10
2020-04-09,23,7
2020-04-10,14,4
2020-04-11,16,8
2020-04-12,31,4
2020-04-13,28,8
2020-04-14,25,12
2020-04-15,25,11
2020-04-16,29,8
2020-04-17,29,9
2020-04-18,26,7
2020-04-19,39,10
2020-04-20,24,13
2020-04-21,30,6
2020-04-22,23,11
2020-04-23,30,15
2020-04-24,44,13
2020-04-25,46,6
2020-04-26,34,3
2020-04-27,16,7
2020-04-28,25,9
2020-04-29,31,4
2020-04-30,34,13
2020-05-01,29,8
2020-05-02,29,7
2020-05-03,38,8
2020-05-04,23,5
2020-05-05,22,7
2020-05-06,24,12
2020-05-07,25,8
2020-05-08,24,4
2020-05-09,20,7
2020-05-10,26,11
2020-05-11,38,6
2020-05-12,24,9
2020-05-13,26,12
2020-05-14,32,8
2020-05-15,42,4
2020-05-16,22,5
2020-05-17,31,8
2020-05-18,36,4
2020-05-19,33,6
2020-05-20,30,10
2020-05-21,27,7
2020-05-22,39,2
2020-05-23,34,2
2020-05-24,32,3
2020-05-25,35,9
2020-05-26,28,6
2020-05-27,21,4
2020-05-28,18,4
2020-05-29,19,4
2020-05-30,16,4
2020-05-31,15,8
2020-06-01,24,10
2020-06-02,26,11
2020-06-03,44,11
2020-06-04,53,9
2020-06-05,50,6
2020-06-06,35,5
2020-06-07,29,11
2020-06-08,31,13
2020-06-09,38,5
2020-06-10,48,6
2020-06-11,45,8
2020-06-12,34,5
2020-06-13,20,3
2020-06-14,27,3
2020-06-15,28,10
2020-06-16,39,12
2020-06-17,44,6
2020-06-18,23,5
2020-06-19,22,5
2020-06-20,35,6
2020-06-21,49,4
2020-06-22,18,7
2020-06-23,37,11
2020-06-24,44,11
2020-06-25,33,11
2020-06-26,47,8
2020-06-27,39,6
2020-06-28,32,12
2020-06-29,23,7
2020-06-30,23,10
2020-07-01,40,9
2020-07-02,39,4
2020-07-03,38,3
2020-07-04,37,6
2020-07-05,73,5
2020-07-06,21,4
2020-07-07,25,3
2020-07-08,32,7
2020-07-09,50,4
2020-07-10,29,2
2020-07-11,23,2
2020-07-12,21,8
2020-07-13,28,7
2020-07-14,32,2
2020-07-15,18,5
2020-07-16,22,8
2020-07-17,24,7
2020-07-18,25,5
2020-07-19,41,8
2020-07-20,41,11
2020-07-21,36,9
2020-07-22,32,12
2020-07-23,,11
2020-07-24,42,12
2020-07-25,46,4
2020-07-26,43,9
2020-07-27,41,9
2020-07-28,44,9
2020-07-29,44,10
2020-07-30,41,10
2020-07-31,42,9
2020-08-01,48,4
2020-08-02,43,8
2020-08-03,43,8
2020-08-04,47,8
2020-08-05,41,12
2020-08-06,45,13
2020-08-07,46,8
2020-08-08,42,3
2020-08-09,41,9
2020-08-10,50,9
2020-08-11,59,11
2020-08-12,48,10
2020-08-13,46,9
2020-08-14,54,3
2020-08-15,50,3
2020-08-16,41,4
2020-08-17,31,9
2020-08-18,33,13
2020-08-19,43,10
2020-08-20,37,10
2020-08-21,51,11
2020-08-22,50,8
2020-08-23,48,11
2020-08-24,45,9
2020-08-25,46,9
2020-08-26,28,14
2020-08-27,38,12
2020-08-28,40,6
2020-08-29,40,4
2020-08-30,24,8
2020-08-31,38,6
2020-09-01,32,7
2020-09-02,28,11
2020-09-03,36,11
2020-09-04,36,8
2020-09-05,34,7
2020-09-06,48,5
2020-09-07,39,9
2020-09-08,41,9
2020-09-09,47,7
2020-09-10,33,6
2020-09-11,24,4
2020-09-12,31,6
2020-09-13,37,8
2020-09-14,28,11
2020-09-15,33,9
2020-09-16,35,11
2020-09-17,36,6
2020-09-18,35,7
2020-09-19,31,5
2020-09-20,34,12
2020-09-21,35,14
2020-09-22,36,13
2020-09-23,45,14
2020-09-24,57,14
2020-09-25,61,8
2020-09-26,68,5
2020-09-27,32,8
2020-09-28,29,8
2020-09-29,37,6
2020-09-30,26,10
2020-10-01,45,16
2020-10-02,51,11
2020-10-03,43,8
2020-10-04,35,7
2020-10-05,40,13
2020-10-06,42,10
2020-10-07,38,7
2020-10-08,25,11
2020-10-09,35,6
2020-10-10,47,3
2020-10-11,30,3
2020-10-12,27,7
2020-10-13,27,13
2020-10-14,36,13
2020-10-15,48,14
2020-10-16,32,10
2020-10-17,36,13
2020-10-18,53,17
2020-10-19,48,16
2020-10-20,41,12
2020-10-21,26,10
2020-10-22,31,6
2020-10-23,34,7
2020-10-24,33,5
2020-10-26,32,7
2020-10-27,34,12
2020-10-28,30,13
2020-10-29,21,14
2020-10-30,28,14
2020-10-31,26,22
2020-11-01,50,19
2020-11-02,44,8
2020-11-03,20,12
2020-11-04,31,17
2020-11-05,37,12
2020-11-06,33,13
2020-11-07,35,18
2020-11-08,56,23
2020-11-09,65,32
2020-11-10,82,21
2020-11-11,58,8
2020-11-12,13,12
2020-11-13,16,11
2020-11-14,29,13
2020-11-15,34,11
2020-11-16,33,12
2020-11-17,21,14
2020-11-18,28,14
2020-11-19,28,18
2020-11-20,38,13
2020-11-21,36,14
2020-11-22,43,5
2020-11-23,27,11
2020-11-24,24,15
2020-11-25,26,26
2020-11-26,47,15
2020-11-27,39,16
2020-11-28,30,13
2020-11-29,31,15
2020-11-30,31,11
2020-12-01,36,8
2020-12-02,32,11
2020-12-03,25,17
2020-12-04,34,15
2020-12-05,39,7
2020-12-06,20,6
2020-12-07,16,13
2020-12-08,26,13
2020-12-09,31,21
2020-12-10,43,18
2020-12-11,43,23
2020-12-12,57,21
2020-12-13,63,12
2020-12-14,42,19
2020-12-15,34,13
2020-12-16,33,14
2020-12-17,35,11
2020-12-18,21,26
2020-12-19,39,30
2020-12-20,55,33
2020-12-21,71,24
2020-12-22,71,17
2020-12-23,48,20
2020-12-24,35,15
2020-12-25,32,3
2020-12-26,23,6
2020-12-27,33,15
2020-12-28,46,22
2020-12-29,49,11
2020-12-30,25,19
2020-12-31,32,11
2021-01-01,23,15
2021-01-02,40,9
2021-01-03,20,16
2021-01-04,38,12
2021-01-05,32,18
2021-01-06,31,14
2021-01-07,33,12
2021-01-08,33,15
2021-01-09,32,17
2021-01-10,29,17
2021-01-11,37,29
2021-01-12,59,22
2021-01-13,54,19
2021-01-14,50,25
2021-01-15,84,15
2021-01-16,57,6
2021-01-17,22,5
2021-01-18,24,9
2021-01-19,24,13
2021-01-20,31,16
2021-01-21,36,20
2021-01-22,36,19
2021-01-23,46,7
2021-01-24,20,5
2021-01-25,23,15
2021-01-26,27,19
2021-01-27,29,25
2021-01-28,30,19
2021-01-29,24,11
2021-01-30,36,12
2021-01-31,44,18
2021-02-01,50,15
2021-02-02,41,9
2021-02-03,21,16
2021-02-04,24,21
2021-02-05,35,32
2021-02-06,59,17
2021-02-07,58,22
2021-02-08,48,20
2021-02-09,53,29
2021-02-10,59,21
2021-02-11,59,22
2021-02-12,56,17
2021-02-13,34,11
2021-02-14,25,18
2021-02-15,33,14
